FILENAME	Isolate	PubMLSTID	Accn1	Country	Continent	Region	Year	Source	DetailedSource	Serogroup	cgST(cgMLST)	Threshold7(outbreak)	Threshold133(sublineage)	Biotype	Completeness(%)	"ST(Kirchbergeretal.,2016)"	ST(Octaviaetal2013)
GCF_000348465.2_ASM34846v2.fasta	Vc_Nep-21106	1833	GCA_000348465.2	Nepal	Asia			human	clinical	O1	510	207	6	El Tor	99.87720016	1	69
GCF_000348485.2_ASM34848v2.fasta	Vc_Nep-21113	1834	GCA_000348485.2	Nepal	Asia			human	clinical	O1	254	45	6	El Tor	99.91813344	1	69
GCF_000348385.2_ASM34838v2.fasta	Vc_NHCC-004A	1836	GCA_000348385.2	Bangladesh	Asia	Chhatak		human	clinical	O1	414	1	6	El Tor	99.95906672	1	69
GCF_000348405.2_ASM34840v2.fasta	Vc_NHCC-006C	1838	GCA_000348405.2	Bangladesh	Asia	Chhatak		human	clinical	O1	412	1	6	El Tor	99.95906672	1	69
GCF_000348445.2_ASM34844v2.fasta	Vc_NHCC-010F	1840	GCA_000348445.2	Bangladesh	Asia	Chhatak		human	clinical	O1	535	1	6	El Tor	100	1	69
GCF_001186655.1_ASM118665v1.fasta	Vc_NHCC-011	1841	GCA_001186655.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	337	1	6	El Tor	100	1	69
GCF_001186755.1_ASM118675v1.fasta	Vc_NHCC-019	1842	GCA_001186755.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	596	1	6	El Tor	99.91813344	1	69
GCF_001186725.1_ASM118672v1.fasta	Vc_NHCC-021	1843	GCA_001186725.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	289	1	6	El Tor	100	1	69
GCF_001186665.1_ASM118666v1.fasta	Vc_NHCC-04	1835	GCA_001186665.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	270	215	6	El Tor	99.95906672	1	69
GCF_001186735.1_ASM118673v1.fasta	Vc_NHCC-042	1844	GCA_001186735.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	526	1	6	El Tor	99.95906672	1	69
GCF_001186675.1_ASM118667v1.fasta	Vc_NHCC-048	1845	GCA_001186675.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	329	1	6	El Tor	99.83626688	1	69
GCF_001186785.1_ASM118678v1.fasta	Vc_NHCC-05	1837	GCA_001186785.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	195	1	6	El Tor	99.54973393	1	69
GCF_001187185.1_ASM118718v1.fasta	Vc_NHCC-068	1846	GCA_001187185.1	Bangladesh	Asia	Chhatak	2010	human	clinical	O1	349	1	6	El Tor	100	1	69
GCF_001186495.1_ASM118649v1.fasta	Vc_NHCC-078	1847	GCA_001186495.1	Bangladesh	Asia	Chhatak	2011	human	clinical	O1	220	181	6	El Tor	99.71346705	1	69
GCF_001187225.1_ASM118722v1.fasta	Vc_NHCC-079	1848	GCA_001187225.1	Bangladesh	Asia	Chhatak	2011	human	clinical	O1	200	1	6	El Tor	99.75440033	1	69
GCF_001187245.1_ASM118724v1.fasta	Vc_NHCC-080	1849	GCA_001187245.1	Bangladesh	Asia	Chhatak	2011	human	clinical	O1	386	1	6	El Tor	99.91813344	1	69
GCF_001186805.1_ASM118680v1.fasta	Vc_NHCC-081	1850	GCA_001186805.1	Bangladesh	Asia	Chhatak	2011	human	clinical	O1	276	1	6	El Tor	100	1	69
GCF_001186835.1_ASM118683v1.fasta	Vc_NHCC-083	1851	GCA_001186835.1	Bangladesh	Asia	Chhatak	2011	human	clinical	O1	153	295	6	El Tor	99.59066721	1	69
GCF_001186825.1_ASM118682v1.fasta	Vc_NHCM-01	1852	GCA_001186825.1	Bangladesh	Asia	Mathbaria	2010	human	clinical	O1	367	5	6	El Tor	99.95906672	1	69
GCF_001186915.1_ASM118691v1.fasta	Vc_NHCM-012	1857	GCA_001186915.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	75	5	6	El Tor	99.87720016	1	69
GCF_001186925.1_ASM118692v1.fasta	Vc_NHCM-013	1858	GCA_001186925.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	453	5	6	El Tor	99.91813344	1	69
GCF_001186965.1_ASM118696v1.fasta	Vc_NHCM-016A	1859	GCA_001186965.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	251	5	6	El Tor	99.91813344	1	69
GCF_001186985.1_ASM118698v1.fasta	Vc_NHCM-017	1860	GCA_001186985.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	224	5	6	El Tor	99.83626688	1	69
GCF_001186855.1_ASM118685v1.fasta	Vc_NHCM-02	1853	GCA_001186855.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	229	39	6	El Tor	99.83626688	1	69
GCF_001186995.1_ASM118699v1.fasta	Vc_NHCM-029	1861	GCA_001186995.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	104	5	6	El Tor	99.95906672	1	69
GCF_001187265.1_ASM118726v1.fasta	Vc_NHCM-03	1854	GCA_001187265.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	64	39	6	El Tor	99.67253377	1	69
GCF_001187065.1_ASM118706v1.fasta	Vc_NHCM-033	1862	GCA_001187065.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	99	5	6	El Tor	99.83626688	1	69
GCF_001187025.1_ASM118702v1.fasta	Vc_NHCM-037	1863	GCA_001187025.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	225	5	6	El Tor	99.91813344	1	69
GCF_001186905.1_ASM118690v1.fasta	Vc_NHCM-04	1855	GCA_001186905.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	251	5	6	El Tor	99.79533361	1	69
GCF_001187085.1_ASM118708v1.fasta	Vc_NHCM-043	1864	GCA_001187085.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	16	1	6	El Tor	99.87720016	1	69
GCF_001187015.1_ASM118701v1.fasta	Vc_NHCM-044	1865	GCA_001187015.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	30	1	6	El Tor	99.79533361	1	69
GCF_001187095.1_ASM118709v1.fasta	Vc_NHCM-045	1866	GCA_001187095.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	8;123	1	6	El Tor	99.87720016	1	69
GCF_001187145.1_ASM118714v1.fasta	Vc_NHCM-047	1867	GCA_001187145.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	566	1	6	El Tor	99.83626688	1	69
GCF_001187175.1_ASM118717v1.fasta	Vc_NHCM-048	1868	GCA_001187175.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	251	5	6	El Tor	99.71346705	1	69
GCF_001187105.1_ASM118710v1.fasta	Vc_NHCM-053	1869	GCA_001187105.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	393	5	6	El Tor	99.91813344	1	69
GCF_001187165.1_ASM118716v1.fasta	Vc_NHCM-054	1870	GCA_001187165.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	313	1	6	El Tor	99.95906672	1	69
GCF_001186885.1_ASM118688v1.fasta	Vc_NHCM-06	1856	GCA_001186885.1	Bangladesh	Asia	Mathbaria	2011	human	clinical	O1	589	5	6	El Tor	99.95906672	1	69
GCF_000736865.1_GFC_7.fasta	Vc_NIH41	1871	GCA_000736865.1	India	Asia		1941	human	clinical	O1	65	17	6	El Tor	99.83626688	290	69
GCF_002076155.1_ASM207615v1.fasta	Vc_O1S	1872	GCA_002076155.1	Tanzania	Africa	Singida	2015	human	clinical	O1	157	3	6	El Tor	100	1	69
GCF_002076255.1_ASM207625v1.fasta	Vc_O2	1873	GCA_002076255.1	Tanzania	Africa	Kigoma	2015	human	clinical	O1	121	46	6	El Tor	99.91813344	1	515
GCF_002076465.1_ASM207646v1.fasta	Vc_O3MU	1874	GCA_002076465.1	Tanzania	Africa	Mara	2015	human	clinical	O1	69	3	6	El Tor	100	1	69
GCF_002076575.1_ASM207657v1.fasta	Vc_O3S	1875	GCA_002076575.1	Tanzania	Africa	Singida	2015	human	clinical	O1	435	3	6	El Tor	100	1	69
GCF_002076585.1_ASM207658v1.fasta	Vc_O5MU	1876	GCA_002076585.1	Tanzania	Africa	Mara	2015	human	clinical	O1	69	3	6	El Tor	100	1	69
GCF_002076175.1_ASM207617v1.fasta	Vc_O6MU	1877	GCA_002076175.1	Tanzania	Africa	Mara	2015	human	clinical	O1	69	3	6	El Tor	100	1	69
GCF_002076545.1_ASM207654v1.fasta	Vc_O7MU	1878	GCA_002076545.1	Tanzania	Africa	Mara	2015	human	clinical	O1	69	3	6	El Tor	100	1	69
GCF_002076165.1_ASM207616v1.fasta	Vc_O7S	1879	GCA_002076165.1	Tanzania	Africa	Singida	2015	human	clinical	O1	157	3	6	El Tor	100	1	69
GCF_002076245.1_ASM207624v1.fasta	Vc_O9S	1880	GCA_002076245.1	Tanzania	Africa	Singida	2015	human	clinical	O1	157	3	6	El Tor	100	1	69
GCF_002076455.1_ASM207645v1.fasta	Vc_OO4	1883	GCA_002076455.1	Tanzania	Africa	Dar es salaam	2015	human	clinical	O1	127;983	3	6	El Tor	100	1	69
GCF_001639085.1_ASM163908v1.fasta	Vc_P13762	1887	GCA_001639085.1	Uzbekistan	Asia	Tashkent	1988	human	clinical	O1	85	69	6	El Tor	94.92427343	1	69
GCF_000569115.2_ASM56911v2.fasta	Vc_PCS-022	1888	GCA_000569115.2	Bangladesh	Asia	Dhaka		environmental		O1	483	5	6	El Tor	99.83626688	1	69
GCF_000348505.2_ASM34850v2.fasta	Vc_PCS-023	1889	GCA_000348505.2	Bangladesh	Asia	Dhaka		environmental		O1	361	1	6	El Tor	99.91813344	1	69
GCF_001027485.1_ASM102748v1.fasta	Vc_PhVC-326	1890	GCA_001027485.1	Philippines	Asia		2011	human	clinical	O1	310	203	6	El Tor	99.87720016	1	69
GCF_000500735.1_RND18826_v2.fasta	Vc_RND18826	1910	GCA_000500735.1	Russia	Asia			human	clinical	O1	38	19	6	El Tor	99.67253377	1	69
GCF_000500695.1_RND18899_v1.fasta	Vc_RND18899	1911	GCA_000500695.1	Russia	Asia			human	clinical	O1	559	187	6	El Tor	99.75440033	1	69
GCF_000500675.1_RND19187_v1.fasta	Vc_RND19187	1912	GCA_000500675.1	Russia	Asia			human	clinical	O1	477	37	6	El Tor	99.59066721	1	69
GCF_000710445.1_vch3_v1.fasta	Vc_RND19188	1913	GCA_000710445.1	Russia	Asia		2010	human	clinical	O1	213	175	6	El Tor	99.59066721	1	69
GCF_000710455.1_vch2.fasta	Vc_RND19191	1914	GCA_000710455.1	Russia	Asia	Moscow	2010	human	clinical	O1	556	3	6	El Tor	99.67253377	1	69
GCF_000500715.1_RND6878_v1.fasta	Vc_RND6878	1909	GCA_000500715.1	Russia	Asia		2012	human	clinical	O1	232	3	6	El Tor	100	1	69
GCF_002808365.1_ASM280836v1.fasta	Vc_S000100_C5	2494	GCA_002808365.1	Bangladesh	Asia	Dhaka	2013	environmental			936	5	6	El Tor	100	1	69
GCF_002808075.1_ASM280807v1.fasta	Vc_S000600_C10	2479	GCA_002808075.1	Bangladesh	Asia	Dhaka	2013	environmental			600	5	6	El Tor	99.95906672	1	69
GCF_002807835.1_ASM280783v1.fasta	Vc_S002300_B	2469	GCA_002807835.1	Bangladesh	Asia	Dhaka	2013	environmental			784	5	6	El Tor	99.83626688	1	69
GCF_002807985.1_ASM280798v1.fasta	Vc_S002300_E	2477	GCA_002807985.1	Bangladesh	Asia	Dhaka	2013	environmental			758	5	6	El Tor	99.87720016	1	69
GCF_002807725.1_ASM280772v1.fasta	Vc_S002502	2463	GCA_002807725.1	Bangladesh	Asia	Dhaka	2013	environmental			770	5	6	El Tor	99.83626688	1	69
GCF_002807735.1_ASM280773v1.fasta	Vc_S002506	2464	GCA_002807735.1	Bangladesh	Asia	Dhaka	2013	environmental			689	5	6	El Tor	99.87720016	1	69
GCF_002808155.1_ASM280815v1.fasta	Vc_S002604	2483	GCA_002808155.1	Bangladesh	Asia	Dhaka	2014	environmental			673	5	6	El Tor	99.87720016	1	69
GCF_002808205.1_ASM280820v1.fasta	Vc_S003008	2485	GCA_002808205.1	Bangladesh	Asia	Dhaka	2014	environmental			632	5	6	El Tor	99.63160049	1	69
GCF_002807975.1_ASM280797v1.fasta	Vc_S003202	2476	GCA_002807975.1	Bangladesh	Asia	Dhaka	2014	environmental			940	5	6	El Tor	99.91813344	1	69
GCF_002807805.1_ASM280780v1.fasta	Vc_S003806	2467	GCA_002807805.1	Bangladesh	Asia	Dhaka	2014	environmental			871	5	6	El Tor	99.91813344	1	69
GCF_002808125.1_ASM280812v1.fasta	Vc_S023202	2481	GCA_002808125.1	Bangladesh	Asia	Dhaka	2014	environmental			733	5	6	El Tor	99.87720016	1	69
GCF_002807925.1_ASM280792v1.fasta	Vc_S023208	2473	GCA_002807925.1	Bangladesh	Asia	Dhaka	2014	environmental			893	5	6	El Tor	99.91813344	1	69
GCF_002808325.1_ASM280832v1.fasta	Vc_S040602_C1	2491	GCA_002808325.1	Bangladesh	Asia	Dhaka	2014	environmental			600	5	6	El Tor	99.95906672	1	69
GCF_002808355.1_ASM280835v1.fasta	Vc_S042100	2493	GCA_002808355.1	Bangladesh	Asia	Dhaka	2013	environmental			939	5	6	El Tor	99.83626688	1	69
GCF_002808305.1_ASM280830v1.fasta	Vc_S042408	2490	GCA_002808305.1	Bangladesh	Asia	Dhaka	2014	environmental			673	5	6	El Tor	98.73106836	1	69
GCF_002808405.1_ASM280840v1.fasta	Vc_S081300_C2	2495	GCA_002808405.1	Bangladesh	Asia	Dhaka	2013	environmental			784	5	6	El Tor	99.91813344	1	69
GCF_002076745.1_ASM207674v1.fasta	Vc_TEM_04_01-001	1935	GCA_002076745.1	Tanzania	Africa		2012	human	clinical	O1	140	48	6	El Tor	99.95906672	1	69
GCF_002076265.1_ASM207626v1.fasta	Vc_TEM_10_01-002	1936	GCA_002076265.1	Tanzania	Africa		2012	human	clinical	O1	397	222	6	El Tor	99.95906672	1	69
GCF_002076735.1_ASM207673v1.fasta	Vc_TEM_12_12-001	1937	GCA_002076735.1	Tanzania	Africa		2011	human	clinical	O1	23	48	6	El Tor	99.95906672	1	69
GCF_002078695.1_ASM207869v1.fasta	Vc_TEM_15_01-005	1938	GCA_002078695.1	Tanzania	Africa		2012	human	clinical	O1	493	48	6	El Tor	99.95906672	1	69
GCF_002076235.1_ASM207623v1.fasta	Vc_TEM_25_01-004	1939	GCA_002076235.1	Tanzania	Africa		2012	human	clinical	O1	23	48	6	El Tor	99.95906672	1	69
GCF_002078755.1_ASM207875v1.fasta	Vc_TEM_29_01-003	1940	GCA_002078755.1	Tanzania	Africa		2012	human	clinical	O1	23	48	6	El Tor	99.95906672	1	69
GCF_002407455.1_ASM240745v1.fasta	Vc_VC0101557	2063	GCA_002407455.1	South Korea	Asia	Missing	2001	human	clinical	O1	616	329	6	El Tor	97.13467049	1	NA
GCF_000299515.2_VC1761.1.fasta	Vc_VC1761	1948	GCA_000299515.2	Malaysia	Asia		2009	human	clinical	O1	439	193	6	El Tor	99.79533361	288	69
GCF_000299535.2_VC4370.1.fasta	Vc_VC4370	1949	GCA_000299535.2	Malaysia	Asia	Selangor	2008	environmental		Non-O1	528	194	6	El Tor	99.79533361	289	69
GCF_001029975.1_ASM102997v1.fasta	Vc_YN2011004	2024	GCA_001029975.1	China	Asia	Yunnan	2011	human	clinical	O1	545	13	6	El Tor	99.95906672	1	69
GCF_001030035.1_ASM103003v1.fasta	Vc_YN89004	2021	GCA_001030035.1	China	Asia	Yunnan	1989	human	clinical	O1	168	272	6	El Tor	99.75440033	1	69
GCF_001030015.1_ASM103001v1.fasta	Vc_YN97083	2022	GCA_001030015.1	China	Asia	Yunnan	1997	human	clinical	O1	277	201	6	El Tor	99.83626688	1	69
GCF_001184775.1_ASM118477v1.fasta	Vc_YN98296	2023	GCA_001184775.1	China	Asia	Yunnan	1998	human	clinical	O139	507	323	6	El Tor	99.30413426	1	69
GCF_001515095.1_ASM151509v1.fasta	Vc_ME-7	1825	GCA_001515095.1	India	Asia	Calcutta	1966	environmental		O1	233	289	8	El Tor progenitor	93.04134261	1	71
GCF_001857325.1_ASM185732v1.fasta	Vc_1496-86	1423	GCA_001857325.1	USA	North America	Louisiana	1986	environmental		O1	78	208	9	El Tor Sister	99.87720016	256	75
GCF_001857355.1_ASM185735v1.fasta	Vc_2497-86	1474	GCA_001857355.1	USA	North America	Louisiana	1987	environmental		O1	20	202	9	El Tor Sister	99.83626688	256	75
GCF_001857245.1_ASM185724v1.fasta	Vc_2512-86	1475	GCA_001857245.1	USA	North America	Louisiana	1986	environmental		O1	209	41	9	El Tor Sister	99.75440033	256	75
GCF_001857145.1_ASM185714v1.fasta	Vc_2559-78	1478	GCA_001857145.1	USA	North America	Louisiana	1978	environmental		O1	351	41	9	El Tor Sister	99.79533361	256	75
GCF_003056975.1_ASM305697v1.fasta	Vc_2688	2511	GCA_003056975.1	Russia	Asia	Elista	2015	environmental			844	258	4	El Tor Sister	98.89480147	16	75
GCF_000237745.1_ASM23774v2.fasta	Vc_3569-08	1493	GCA_000237745.2	USA	North America		2008	human	clinical	O1	151	173	9	El Tor Sister	99.54973393	256	75
GCF_002196255.1_ASM219625v1.fasta	Vc_85	1400	GCA_002196255.1	Ukraine	Europe	Berdiansk		human	clinical	O1	497	168	4	El Tor Sister	99.4269341	61	75
GCF_002204085.1_ASM220408v1.fasta	Vc_866	1416	GCA_002204085.1	Ukraine	Europe	Yalta	1996	environmental		Non-O1	95	277	4	El Tor Sister	94.63774048	16	75
GCF_001637575.1_ASM163757v1.fasta	Vc_M1501	1821	GCA_001637575.1	Russia	Asia	Kalmykia	2011			O1	498	273	13	El Tor Sister	97.01187065	55	75
GCF_001641685.1_ASM164168v1.fasta	Vc_M1518	1822	GCA_001641685.1	Russia	Asia	Kalmykia	2012	environmental		O1	580	155	4	El Tor Sister	98.15800246	61	75
GCF_001641705.1_ASM164170v1.fasta	Vc_M1524	1823	GCA_001641705.1	Russia	Asia	Kalmykia	2013	environmental		O1	584	257	4	El Tor Sister	97.54400327	61	75
GCF_002196065.1_ASM219606v1.fasta	Vc_P-18778	1885	GCA_002196065.1	Russia	Asia	Rostov-on-Done	2005	human	clinical	O1	506	153	13	El Tor Sister	97.99426934	72	75
GCF_000338215.2_vcp18785v1.fasta	Vc_P-18785	1886	GCA_000338215.2	Russia	Asia	Rostov-on-Done	2005	human	clinical	O1	345	227	13	El Tor Sister	99.75440033	72	75
GCF_000788715.2_ASM78871v2.fasta	Vc_2012Env-9	1451	GCA_000788715.2	Haiti	North America	Lassalle	2012	environmental		O1	180	72	25	Pandemic sister	98.77200164	128	173
GCF_000302965.1_ASM30296v1.fasta	Vc_CP1037(10)	2456	GCA_000302965.1	Mexico	North America	Missing				O1	736	172	25	Pandemic sister	99.54973393	200	173
GCF_001854425.1_ASM185442v1.fasta	Vc_Env-390	1732	GCA_001854425.1	Haiti	North America		2012	environmental		O1	326	72	25	Pandemic sister	99.26320098	200	173
GCF_002196095.1_ASM219609v1.fasta	Vc_102	1402	GCA_002196095.1	Ukraine	Europe	Kerch	2016	human	clinical	O1	457	236	28		98.48546869	97	178
GCF_000969265.1_ASM96926v1.fasta	Vc_10432-62	1525	GCA_000969265.1	Philippines	Asia		1962	human	clinical	O27	88	302	146		97.58493655	63	741
GCF_001857405.1_ASM185740v1.fasta	Vc_1074-78	1418	GCA_001857405.1	Brazil	South America		1978	environmental		O1	389	262	126		98.44453541	76	48
GCF_002196225.1_ASM219622v1.fasta	Vc_114	1403	GCA_002196225.1	Ukraine	Europe	Mariupol	2016	human	clinical	O1	14	240	28		98.77200164	127	178
GCF_000969235.1_ASM96923v1.fasta	Vc_1154-74	1419	GCA_000969235.1	India	Asia		1974	human	clinical	O49	482	320	162		98.97666803	155	14
GCF_000736875.1_GFC_11.fasta	Vc_1157-74	1420	GCA_000736875.1	India	Asia		1974	human	clinical	O53	242	298	142		97.09373721	56	NA
GCF_000736765.1_GFC_10.fasta	Vc_133-73	1405	GCA_000736765.1	India	Asia		1973	human	clinical	O48	105	238	109		98.56733524	105	755
GCF_003716435.1_ASM371643v1.fasta	Vc_2011EL-1271	1447	GCA_003716435.1	Unknown						Non-O1	425	237	108		98.56733524	106	NA
GCF_000788495.1_ASM78849v1.fasta	Vc_2012Env-2	2047	GCA_000788495.1	Haiti	North America	Lassalle	2012	environmental		Non-O1/O139	147	317	160		97.99426934	73	757
GCF_000788515.1_ASM78851v1.fasta	Vc_2012Env-25	2048	GCA_000788515.1	Haiti	North America	Lassalle	2012	environmental		Non-O1/O139	179	70	49		98.19893573	80	NA
GCF_000788675.1_ASM78867v1.fasta	Vc_2012Env-32	2049	GCA_000788675.1	Haiti	North America	Four-au-chaux	2012	environmental		non-O1/O139	249	284	136		98.93573475	151	758
GCF_000788755.1_ASM78875v1.fasta	Vc_2012Env-92	2050	GCA_000788755.1	Haiti	North America	Gressier	2012	environmental		non-O1/O139	353	280	133		98.69013508	118	752
GCF_000788775.1_ASM78877v1.fasta	Vc_2012HC-25	2052	GCA_000788775.1	Haiti	North America	Gressier	2012	human	clinical	O1	179	70	49		98.19893573	80	NA
GCF_003716515.1_ASM371651v1.fasta	Vc_2015V-1118	1471	GCA_003716515.1	Unknown						Non-O1	322	248	116		99.38600082	221	NA
GCF_003716505.1_ASM371650v1.fasta	Vc_2015V-1126	1472	GCA_003716505.1	Unknown						Non-O1	448	232	105		96.68440442	49	NA
GCF_000737005.1_GFC_19.fasta	Vc_234-93	1409	GCA_000737005.1	India	Asia		1993	human	clinical	O141	479	160	1		98.89480147	15	42
GCF_001857305.1_ASM185730v1.fasta	Vc_2479-86	1473	GCA_001857305.1	USA	North America	Louisiana	1986	environmental		O1	190	270	48		99.54973393	216	731
GCF_001857345.1_ASM185734v1.fasta	Vc_2523-87	1477	GCA_001857345.1	USA	North America	Louisiana	1974	environmental		O1	473	267	128		99.34506754	216	731
GCF_000737025.1_GFC_20.fasta	Vc_254-93	1410	GCA_000737025.1	India	Asia		1993	human	clinical	O144	382	294	50		98.89480147	146	555
GCF_001857225.1_ASM185722v1.fasta	Vc_2631-78	2289	GCA_001857225.1	USA	North America	Louisiana	1978	human	clinical	O1	608	66	44		98.52640196	76	738
GCF_001857425.1_ASM185742v1.fasta	Vc_2633-78	1479	GCA_001857425.1	Brazil	South America		1978	environmental		O1	204	66	44		98.03520262	76	738
GCF_001743085.1_ASM174308v1.fasta	Vc_3223-74	1481	GCA_001743085.1	USA	North America	Guam	1974	environmental		O1	593	265	47		99.30413426	62	3
GCF_001857365.1_ASM185736v1.fasta	Vc_3225-74	1482	GCA_001857365.1	USA	North America	Guam	1974	environmental		O1	346	264	47		99.26320098	62	3
GCF_001857265.1_ASM185726v1.fasta	Vc_3272-78	1483	GCA_001857265.1	USA	North America	Maryland	1977	environmental		O1	275	266	47		99.30413426	209	742
GCF_003716465.1_ASM371646v1.fasta	Vc_3523-03	1485	GCA_003716465.1	Unknown						Non-O1	422	316	159		96.60253786	48	NA
GCF_001857505.1_ASM185750v1.fasta	Vc_3568-07	1492	GCA_001857505.1	Mexico	North America		2007	environmental		Non-O1	304	58	36		99.38600082	222	734
GCF_002196305.1_ASM219630v1.fasta	Vc_433	1411	GCA_002196305.1	Russia	Asia	Sochi		environmental		O1	27	300	144		97.58493655	62	3
GCF_002196165.1_ASM219616v1.fasta	Vc_5	1382	GCA_002196165.1	Ukraine	Europe	Zaporizhia	2016	human	clinical	Non-O1	442	285	137		98.81293492	135	767
GCF_000736945.1_GFC_16.fasta	Vc_571-88	1412	GCA_000736945.1	China	Asia		1988	human	clinical	O105	505	235	107		98.40360213	84	17
GCF_002114205.1_ASM211420v1.fasta	Vc_617	1413	GCA_002114205.1	Ukraine	Europe	Piatikhatskii district		human	clinical	Non-O1	6	157	91		98.69013508	116	753
GCF_001857285.1_ASM185728v1.fasta	Vc_692-79	1414	GCA_001857285.1	USA	North America	Louisiana	1979	environmental		O1	331	49	29		98.89480147	147	NA
GCF_000736935.1_GFC_13.fasta	Vc_8-76	1385	GCA_000736935.1	India	Asia		1976	human	clinical	O77	371	299	143		98.85386819	141	5
GCF_001729125.1_ASM172912v1.fasta	Vc_857	1415	GCA_001729125.1	Bangladesh	Asia		1996	environmental		O1	185	49	29		99.14040115	147	NA
GCF_000736775.1_GFC_15.fasta	Vc_984-81	1417	GCA_000736775.1	India	Asia		1981	human	clinical	O89	392	154	90		98.03520262	75	11
GCF_001259995.1_5174_8_4.fasta	Vc_A215	1549	GCA_001259995.1	USA	North America		1985	human	clinical	O1	440	245	29		99.2222677	147	NA
GCF_900185995.1_BK1071.fasta	Vc_BC1071	2523	GCA_900185995.1	Germany	Europe	Missing	2016	human	clinical		880	250	117		99.46786738	248	514
GCF_003348735.1_ASM334873v1.fasta	Vc_BD01	1560	GCA_003348735.1	Bangladesh	Asia			environmental		non-O1/O139	438	253	120		99.63160049	266	NA
GCF_003348515.1_ASM334851v1.fasta	Vc_BD03	1562	GCA_003348515.1	Bangladesh	Asia	Kuakata		environmental		non-O1/O139	520	61	40		99.71346705	275	NA
GCF_003348485.1_ASM334848v1.fasta	Vc_BD04	1563	GCA_003348485.1	Bangladesh	Asia			environmental		non-O1/O139	166	59	38		99.59066721	260	NA
GCF_003348465.1_ASM334846v1.fasta	Vc_BD05	1564	GCA_003348465.1	Bangladesh	Asia			environmental		non-O1/O139	376	35	26		99.59066721	257	NA
GCF_003348715.1_ASM334871v1.fasta	Vc_BD06	1565	GCA_003348715.1	Bangladesh	Asia			environmental		non-O1/O139	219	54	33		99.14040115	176	NA
GCF_003348675.1_ASM334867v1.fasta	Vc_BD07	1566	GCA_003348675.1	Bangladesh	Asia			environmental		non-O1/O139	468	25	17		99.46786738	165	NA
GCF_003348405.1_ASM334840v1.fasta	Vc_BD10	1567	GCA_003348405.1	Bangladesh	Asia			environmental		non-O1/O139	280	31	22		99.38600082	223	NA
GCF_003348355.1_ASM334835v1.fasta	Vc_BD12	1568	GCA_003348355.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	54	61	40		99.71346705	275	NA
GCF_003348395.1_ASM334839v1.fasta	Vc_BD13	1569	GCA_003348395.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	35	61	40		99.71346705	275	NA
GCF_003348655.1_ASM334865v1.fasta	Vc_BD14	1570	GCA_003348655.1	Bangladesh	Asia			environmental		non-O1/O139	158	255	122		99.67253377	274	NA
GCF_003348665.1_ASM334866v1.fasta	Vc_BD15	1571	GCA_003348665.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	35	61	40		99.71346705	275	NA
GCF_003348365.1_ASM334836v1.fasta	Vc_BD18	1572	GCA_003348365.1	Bangladesh	Asia			environmental		non-O1/O139	582	62	41		99.71346705	284	NA
GCF_003348335.1_ASM334833v1.fasta	Vc_BD19	1573	GCA_003348335.1	Bangladesh	Asia			environmental		non-O1/O139	222	60	39		99.63160049	261	NA
GCF_003348595.1_ASM334859v1.fasta	Vc_BD20	1574	GCA_003348595.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	370	61	40		99.67253377	275	NA
GCF_003348245.1_ASM334824v1.fasta	Vc_BD21	1575	GCA_003348245.1	Bangladesh	Asia			environmental		non-O1/O139	39	68	46		99.09946787	164	NA
GCF_003348295.1_ASM334829v1.fasta	Vc_BD22	1576	GCA_003348295.1	Bangladesh	Asia	Mathbaria		environmental		non-O1/O139	234	61	40		99.71346705	275	NA
GCF_003348215.1_ASM334821v1.fasta	Vc_BD23	1577	GCA_003348215.1	Bangladesh	Asia			environmental		non-O1/O139	290	68	46		99.05853459	164	NA
